NewID,request_no,bill_amount,claim Status,No. of Tour Days,Mode of Transport,Distance in KMs,Tier,date_of_joining,date_of_birth,CostCentre_Code,Travel_Purpose_Description,IC
13066.0,17E02MIPI013657,90.0,Approved by SSC,4.0,Auto,6.0,JS & S,Aug  2 2007 12:00AM,Jun 10 1987 12:00AM,DE7010,Training Program / HR,MIPI
31269.0,17E02BOIL003534,200.0,Approved by SSC,6.5,Auto,12.0,TIER III,Mar 29 1986 12:00AM,May 27 1962 12:00AM,88110,Business Trip,BOIL
26958.0,17E02FINA020114,180.0,Approved by SSC,4.5,Others,60.0,S&E,Apr 20 2015 12:00AM,Jan  1 1985 12:00AM,BA351A2B4H,Business Trip,FINA
25411.0,17E02HEIC011641,150.0,Approved by SSC,3.5,Auto,18.0,TIER 3,Aug  1 1990 12:00AM,Jun  1 1969 12:00AM,3857,Business Trip,HEIC
5771.0,17E02MIPI014891,150.0,Approved by SSC,3.5,Public Taxi,55.0,JS & S,Jul  4 2011 12:00AM,May 28 1990 12:00AM,PR9009,Business Trip,MIPI
32439.0,17E02EAIC021389,120.0,Approved by SSC,4.5,Auto,12.0,S&E,Oct  5 2015 12:00AM,Aug 20 1985 12:00AM,150330201,Business Trip,EAIC
28934.0,17E02FINA018233,120.0,Approved by SSC,3.0,Auto,9.0,TIER I,Oct 17 2016 12:00AM,Nov  8 1984 12:00AM,BA431D7E43,Business Trip,FINA
26316.0,17E02FINA019511,192.0,Approved by SSC,15.0,Others,96.0,S&E,Apr 21 2015 12:00AM,Aug 31 1989 12:00AM,BM911D4E8S,Business Trip,FINA
602.0,17E02HEIC013743,50.0,Approved by SSC,1.0,Auto,2.0,TIER 1,Sep 28 2007 12:00AM,Jun  6 1985 12:00AM,3733,Business Trip,HEIC
21076.0,17E02LTTS012955,230.0,Approved by SSC,2.0,Auto,14.0,TIER 1,Jul 16 2012 12:00AM,Nov 28 1990 12:00AM,201APE,Training Program / HR,LTTS
36150.0,17E02CONS059538,150.0,Approved by SSC,1.5,Auto,12.0,TIER 1,Oct  1 1992 12:00AM,Jun  4 1963 12:00AM,LE140925,Business Trip,CONS
4719.0,17E02LTHE007082,780.0,Approved by SSC,6.0,Public Taxi,50.0,TIER III,May 28 1992 12:00AM,Jul 30 1969 12:00AM,11011,Business Trip,LTHE
26811.0,17E02EAIC022802,180.0,Approved by SSC,1.0,Auto,32.0,S&E,Oct  5 2015 12:00AM,Sep  3 1985 12:00AM,150375113,Business Trip,EAIC
595.0,17E02EAIC023250,250.0,Approved by SSC,1.0,Auto,24.0,TIER 1,May 14 2007 12:00AM,Mar 15 1979 12:00AM,150338013,Business Trip,EAIC
1183.0,17E02EAIC027690,850.0,Approved by SSC,6.5,Public Taxi,60.0,TIER 3,Nov 23 2005 12:00AM,Jul  1 1970 12:00AM,150440038,Business Trip,EAIC
10378.0,17E02EAIC026498,90.0,Approved by SSC,2.0,Auto,6.0,TIER 1,Jan 16 2006 12:00AM,Jun 25 1979 12:00AM,150341102,Business Trip,EAIC
16251.0,17E02HEIC012769,150.0,Approved by SSC,7.5,Auto,15.0,TIER 2,Nov 15 2013 12:00AM,Feb 23 1971 12:00AM,3459,Business Trip,HEIC
35104.0,17E02MIPI016106,240.0,Approved by SSC,6.5,Auto,30.0,TIER 1,Feb 15 2012 12:00AM,Mar 26 1987 12:00AM,DE9080,Business Trip,MIPI
8169.0,17E02EAIC025590,100.0,Approved by SSC,3.0,Auto,8.0,S&E,Aug 31 2015 12:00AM,Dec  9 1986 12:00AM,150340010,Business Trip,EAIC
17683.0,17E02MIPI015013,280.0,Approved by SSC,18.5,Others,72.0,JS & S,Mar 29 2008 12:00AM,Oct  8 1979 12:00AM,DG7010,Business Trip,MIPI
10705.0,17E02CONS068448,2000.0,Approved by SSC,19.5,Public Taxi,190.0,S&E,Jan  2 2017 12:00AM,Mar  5 1984 12:00AM,LE160850,Transfer,CONS
28376.0,17E02MIPI014778,190.0,Approved by SSC,1.5,Auto,25.0,TIER 2,May 19 2003 12:00AM,Sep 20 1973 12:00AM,HY9080,Business Trip,MIPI
35928.0,18E02POWE003003,200.0,Approved by SSC,22.0,Auto,10.0,JS & S,Nov 12 2008 12:00AM,Dec 23 1982 12:00AM,PL021,Deputation,POWE
17821.0,17E02CONS058155,138.0,Approved by SSC,1.5,Radio Taxi,13.0,TIER 3,Jul 29 1997 12:00AM,Mar  9 1975 12:00AM,LE16D080,Business Trip,CONS
3470.0,17E02CONS071425,150.0,Approved by SSC,17.5,Public Taxi,20.0,S&E,Jul  1 2016 12:00AM,Jul 20 1994 12:00AM,LE150993,Training Program / HR,CONS
29652.0,17E02EAIC026501,200.0,Approved by SSC,9.0,Auto,10.0,TIER 1,Jan 27 2015 12:00AM,Aug 25 1977 12:00AM,200340001,Deputation,EAIC
27952.0,17E02TURB001445,350.0,Approved by SSC,7.5,Public Taxi,65.0,S&E,Dec 31 2010 12:00AM,Nov 10 1985 12:00AM,63100,Business Trip,TURB
15927.0,17E02MIPI015006,1000.0,Approved by SSC,2.0,Public Taxi,35.0,TIER 1,Aug 14 2012 12:00AM,Oct 20 1974 12:00AM,PU9004,Business Trip,MIPI
5859.0,17E02EAIC022658,80.0,Approved by SSC,8.0,Auto,13.0,TIER 1,Oct  3 2005 12:00AM,May 27 1976 12:00AM,100902306,Business Trip,EAIC
12925.0,17E02EAIC027370,20.0,Approved by SSC,6.5,Auto,1.0,S&E,Apr  4 2008 12:00AM,Dec 29 1984 12:00AM,200640005,Business Trip,EAIC
13046.0,17E02MIPI015731,90.0,Approved by SSC,4.0,Auto,9.0,S&E,Jan 14 2011 12:00AM,Dec 20 1978 12:00AM,LU9080,Business Trip,MIPI
34318.0,17E02POWE005728,50.0,Approved by SSC,6.0,Auto,3.0,TIER 2,Dec 14 2009 12:00AM,Jun 20 1973 12:00AM,PC106,Business Trip,POWE
2927.0,17E02LTTS013828,1300.0,Approved by SSC,31.0,Auto,10.0,S&E,Sep 28 2015 12:00AM,Dec 21 1986 12:00AM,151AER,Deputation,LTTS
12458.0,17E02CONS054798,70.0,Approved by SSC,3.0,Auto,5.0,TIER 2,Apr  1 1997 12:00AM,Jan 14 1968 12:00AM,LE160815,Business Trip,CONS
8169.0,17E02EAIC022872,120.0,Approved by SSC,12.0,Auto,12.0,S&E,Aug 31 2015 12:00AM,Dec  9 1986 12:00AM,150340010,Business Trip,EAIC
20056.0,17E02POWE005383,3200.0,"Approved by SSC, Settlement through F & F",11.5,Others,195.0,TIER 1,Jul 16 2010 12:00AM,Jun 29 1987 12:00AM,PL011,Transfer,POWE
17750.0,17E02LTTS013640,96.0,Awaiting Doc's receipt by SSC,4.0,Public Taxi,8.0,TIER 1,Sep 23 2005 12:00AM,Jul  2 1981 12:00AM,200APE,Business Trip,LTTS
19907.0,17E02HO004290,1400.0,Approved by SSC,3.5,Public Taxi,40.0,TIER 1,May  5 2014 12:00AM,Nov  2 1986 12:00AM,HO177,Business Trip,HO00
12303.0,17E02LTTS012961,160.0,Approved by SSC,3.5,Auto,10.0,S&E,Feb  2 2015 12:00AM,Jul 12 1990 12:00AM,300ITO,Training Program / HR,LTTS
23019.0,17E02CONS072445,388.0,Approved by SSC,1.0,Public Taxi,26.0,TIER 3,Mar 29 2013 12:00AM,Aug  1 1965 12:00AM,CCBAF014,Business Trip,CONS
27701.0,17E02CONS055180,280.0,Approved by SSC,3.0,Auto,25.0,TRAINEE,Jul  1 2016 12:00AM,Jan 24 1994 12:00AM,LE120305,Training Program / HR,CONS
3138.0,17E02HEIC012498,70.0,Approved by SSC,14.0,Auto,5.0,JS & S,Aug  6 2012 12:00AM,Feb 16 1993 12:00AM,3954,Business Trip,HEIC
36363.0,17E02LTHE006855,80.0,Approved by SSC,6.5,Auto,4.0,S&E,Oct 29 2010 12:00AM,Jan 16 1988 12:00AM,40142,Business Trip,LTHE
1139.0,17E02CONS056723,450.0,Approved by SSC,4.5,Public Taxi,34.0,TIER 2,Jan  8 1996 12:00AM,Aug  6 1969 12:00AM,LE16D114,Business Trip,CONS
11873.0,17E02EWAC004527,45.0,Approved by SSC,3.5,Others,18.0,TIER 1,Feb 25 2004 12:00AM,Oct 11 1977 12:00AM,CA7033,Business Trip,EWAC
14590.0,17E02MIPI013909,150.0,Approved by SSC,2.0,Auto,15.0,S&E,Aug 30 2011 12:00AM,May 23 1989 12:00AM,VJ9080,Business Trip,MIPI
27952.0,17E02TURB001447,300.0,Approved by SSC,5.0,Public Taxi,60.0,S&E,Dec 31 2010 12:00AM,Nov 10 1985 12:00AM,63100,Business Trip,TURB
282.0,17E02CONS069914,150.0,Approved by SSC,5.5,Auto,8.0,TIER 1,Aug 16 2010 12:00AM,Sep  9 1986 12:00AM,LE120329,Deputation,CONS
776.0,17E02MIPI015980,60.0,Approved by SSC,4.0,Auto,5.0,TIER 1,Feb 10 2014 12:00AM,Jul 25 1984 12:00AM,CA9007,Business Trip,MIPI
20890.0,17E02BOIL003025,95.0,Approved by SSC,22.0,Auto,9.0,S&E,Nov 19 2014 12:00AM,Dec  8 1992 12:00AM,89650,Business Trip,BOIL
8790.0,17E02LTHF001321,250.0,Approved by SSC,1.0,Auto,18.0,TIER II,Mar 21 2016 12:00AM,Mar 21 1987 12:00AM,EA431I2H9C,Business Trip,LTHF
19085.0,17E02FCLL003057,840.0,Approved by SSC,7.0,Others,140.0,TIER II,Jun  1 2015 12:00AM,Mar 14 1983 12:00AM,FM567D4E8S,Business Trip,FCLL
20303.0,17E02HEIC012415,180.0,Approved by SSC,1.0,Auto,8.0,JS & S,Nov 28 2006 12:00AM,Jul 11 1984 12:00AM,3913,Business Trip,HEIC
7.0,17E02EAIC023488,980.0,Approved by SSC,1.0,Public Taxi,48.0,TIER 1,Feb 24 2014 12:00AM,Oct 16 1984 12:00AM,400403055,Business Trip,EAIC
19213.0,17E02MIPI015132,200.0,Approved by SSC,1.5,Auto,41.0,S&E,Jul  2 2012 12:00AM,Apr 29 1991 12:00AM,COPDC030,Business Trip,MIPI
23530.0,17E02FINA020605,105.0,Approved by SSC,2.0,Radio Taxi,10.0,TIER IV,May 10 1995 12:00AM,Dec 26 1968 12:00AM,BA391D4E8S,Business Trip,FINA
13104.0,17E02EAIC025635,150.0,Approved by SSC,4.5,Public Taxi,15.0,TIER 2,Jan  1 2008 12:00AM,Dec  3 1971 12:00AM,400403056,Business Trip,EAIC
32035.0,17E02PEST003116,2050.0,Approved by SSC,29.5,Public Taxi,10.0,S&E,Apr 18 2016 12:00AM,Jul  2 1988 12:00AM,150CES,Deputation,PEST
37249.0,17E02POWE006027,70.0,Approved by SSC,3.5,Auto,5.0,TIER 1,Aug 14 2009 12:00AM,Feb 12 1988 12:00AM,PC106,Business Trip,POWE
7952.0,17E02MIPI014575,260.0,Approved by SSC,1.5,Auto,20.0,TIER 1,Jun 28 2006 12:00AM,Dec 11 1978 12:00AM,COPDC001,Business Trip,MIPI
999.0,17E02KBL000893,300.0,Approved by SSC,3.0,Auto,12.0,TIER 2,Sep  1 1989 12:00AM,May 30 1961 12:00AM,LE120704,Business Trip,KBL0
25697.0,17E02CONS055964,52.0,Approved by SSC,3.5,Radio Taxi,2.0,TIER 1,Jan 14 2016 12:00AM,Apr 11 1985 12:00AM,LE14D028,Business Trip,CONS
437.0,17E02EAIC025074,80.0,Approved by SSC,5.0,Auto,10.0,TIER 1,Jul  5 2005 12:00AM,Nov  4 1982 12:00AM,150340013,Business Trip,EAIC
632.0,17E02MIPI014843,410.0,Approved by SSC,4.5,Others,27.0,TIER 1,Jul  2 2012 12:00AM,Aug 28 1974 12:00AM,NG7010,Business Trip,MIPI
31872.0,17E02BOIL003423,240.0,Approved by SSC,2.0,Auto,19.0,S&E,Dec 10 2014 12:00AM,Aug 22 1993 12:00AM,88010,Business Trip,BOIL
632.0,17E02MIPI013890,450.0,Approved by SSC,1.5,Auto,17.0,TIER 1,Jul  2 2012 12:00AM,Aug 28 1974 12:00AM,NG7010,Business Trip,MIPI
1329.0,17E02EAIC021838,50.0,Approved by SSC,2.5,Auto,7.0,TIER 3,Oct 30 1998 12:00AM,May 29 1973 12:00AM,150340010,Business Trip,EAIC
21271.0,17E02CONS070494,40.0,Approved by SSC,16.0,Auto,2.0,JS & S,Jun 27 2013 12:00AM,Apr 15 1993 12:00AM,LE170097,Deputation,CONS
22877.0,17E02CONS063021,150.0,Sent back by SSC,6.5,Auto,16.0,JS & S,Aug  3 2015 12:00AM,Apr 30 1994 12:00AM,LE150530,Deputation,CONS
14415.0,17E02CONS070820,140.0,Approved by SSC,7.0,Auto,9.0,TIER 2,Aug  8 1997 12:00AM,May  9 1971 12:00AM,LE151054,Business Trip,CONS
2232.0,17E02HEIC011367,120.0,Approved by SSC,2.0,Auto,6.0,TIER 1,Sep 24 2007 12:00AM,Sep 14 1980 12:00AM,3967,Business Trip,HEIC
30190.0,17E02CONS072222,310.0,Approved by SSC,8.0,Public Taxi,17.0,JS & S,Jul 26 2012 12:00AM,Jun  8 1991 12:00AM,LE140563,Training Program / HR,CONS
15204.0,17E02LTTS014583,50.0,Approved by SSC,2.5,Auto,1.0,TIER 1,Jul  2 2012 12:00AM,Oct  8 1981 12:00AM,150EDP,Business Trip,LTTS
19064.0,17E02CONS055051,30.0,Approved by SSC,13.5,Auto,3.0,JS & S,Dec  2 2013 12:00AM,Apr 29 1988 12:00AM,LE160078,Deputation,CONS
23742.0,17E02EAIC021910,20.0,Approved by SSC,2.0,Auto,2.0,S&E,Oct  5 2006 12:00AM,Dec 14 1977 12:00AM,100511001,Business Trip,EAIC
4911.0,17E02EAIC022318,100.0,"Approved by SSC, Settlement through F & F",5.0,Auto,10.0,TIER 1,Jul 13 2015 12:00AM,Jul 23 1981 12:00AM,150350004,Business Trip,EAIC
9545.0,17E02LTHF001333,36.0,Approved by SSC,1.5,Others,18.0,TIER I,Aug  4 2014 12:00AM,Jun 25 1982 12:00AM,EA004D3L1J,Business Trip,LTHF
32511.0,17E02CONS065650,113.0,Approved by SSC,2.5,Public Taxi,5.0,TIER 2,Mar 23 1994 12:00AM,Apr 20 1968 12:00AM,LE160080,Training Program / HR,CONS
12245.0,17E02CONS063454,250.0,Approved by SSC,6.0,Auto,20.0,TIER 1,Apr 26 2013 12:00AM,Aug  3 1985 12:00AM,LE120300,Business Trip,CONS
22003.0,17E02EAIC020965,160.0,Approved by SSC,3.5,Others,15.0,S&E,Oct 22 2007 12:00AM,Jan  1 1986 12:00AM,450757001,Business Trip,EAIC
8923.0,17E02LTMB000644,32.0,Approved by SSC,2.5,Others,12.0,JS & S,Jun 25 2007 12:00AM,Jun 23 1984 12:00AM,413,Conference / Seminar,LTMB
32362.0,17E02CONS072413,200.0,Approved by SSC,1.0,Auto,17.0,TIER 2,Jul  1 1998 12:00AM,Feb  1 1976 12:00AM,LE120327,Business Trip,CONS
4116.0,17E02EWAC005020,100.0,Approved by SSC,3.5,Auto,2.0,S&E,Feb 17 2012 12:00AM,Mar 22 1985 12:00AM,CA7033,Business Trip,EWAC
667.0,17E02POWE005881,100.0,Approved by SSC,4.5,Auto,10.0,TIER 3,Jul  1 2011 12:00AM,May  1 1966 12:00AM,PS008,Business Trip,POWE
36201.0,17E02CONS064850,40.0,Approved by SSC,3.0,Public Taxi,40.0,S&E,Oct  6 2007 12:00AM,Jan  1 1972 12:00AM,CNTT6068,Business Trip,CONS
25753.0,17E02EAIC021576,150.0,Approved by SSC,2.0,Auto,7.0,TIER 1,Dec 26 2011 12:00AM,Oct 16 1985 12:00AM,450257003,Business Trip,EAIC
30196.0,17E02CONS057227,50.0,Approved by SSC,3.5,Auto,4.0,S&E,Apr 29 2013 12:00AM,Nov 27 1986 12:00AM,LE131207,Business Trip,CONS
775.0,17E02EAIC021608,180.0,Approved by SSC,20.0,Public Taxi,15.0,JS & S,Aug  1 2011 12:00AM,May 15 1983 12:00AM,400403056,Deputation,EAIC
1455.0,17E02MIPI016049,150.0,Approved by SSC,1.0,Auto,15.0,JS & S,Apr 15 2008 12:00AM,Jul 10 1970 12:00AM,JA9080,Business Trip,MIPI
22088.0,17E02HEIC013632,100.0,Approved by SSC,3.0,Others,15.0,TIER 3,Sep 16 2006 12:00AM,Feb  1 1968 12:00AM,5251,Business Trip,HEIC
34157.0,17E02EAIC025501,15.0,Approved by SSC,3.5,Others,45.0,S&E,May  5 2014 12:00AM,Mar 21 1982 12:00AM,150202610,Business Trip,EAIC
36670.0,17E02FINA019289,120.0,Approved by SSC,4.5,Auto,8.0,TIER I,May  9 2011 12:00AM,Jan 31 1988 12:00AM,BA143D7J7A,Business Trip,FINA
30748.0,17E02EAIC023385,70.0,Approved by SSC,1.0,Auto,3.0,TIER 2,Aug 19 1998 12:00AM,Mar  1 1977 12:00AM,150239002,Business Trip,EAIC
12701.0,17E02POWE006047,200.0,Approved by SSC,1.5,Auto,16.0,JS & S,Sep 14 2011 12:00AM,Mar  7 1979 12:00AM,PL009,Business Trip,POWE
23662.0,17E02CONS056694,60.0,Approved by SSC,1.0,Auto,4.0,S&E,Aug 25 2008 12:00AM,May  7 1985 12:00AM,LE090578,Deputation,CONS
28142.0,17E02EAIC020694,50.0,Approved by SSC,2.5,Auto,5.0,TIER 1,Nov  2 2015 12:00AM,Apr 18 1985 12:00AM,150340006,Business Trip,EAIC
11612.0,17E02CONS061338,80.0,Approved by SSC,20.5,Auto,6.0,TIER 2,Dec 24 2002 12:00AM,May 30 1969 12:00AM,LE130087,Deputation,CONS
22427.0,17E02CONS064922,75.0,Approved by SSC,6.0,Auto,15.0,TIER 1,Mar  4 2010 12:00AM,Oct 15 1975 12:00AM,LE140586,Deputation,CONS
29993.0,17E02CONS057092,150.0,Approved by SSC,26.0,Auto,26.0,JS & S,Oct  3 2012 12:00AM,Aug  2 1993 12:00AM,LE130010,Business Trip,CONS
29090.0,17E02CONS071294,500.0,Approved by SSC,3.5,Auto,20.0,TIER 1,Nov  5 2009 12:00AM,Apr 23 1979 12:00AM,LE140691,Business Trip,CONS
2702.0,17E02CONS069852,300.0,Approved by SSC,4.0,Others,300.0,S&E,Jun 30 2015 12:00AM,Jan 14 1994 12:00AM,LE170096,Transfer,CONS
5256.0,17E02EAIC025798,765.0,Approved by SSC,7.5,Auto,35.0,JS & S,Aug 29 2008 12:00AM,Oct 11 1963 12:00AM,200702601,Business Trip,EAIC
7358.0,17E02CONS066377,140.0,Approved by SSC,2.0,Auto,8.0,S&E,Sep  5 2008 12:00AM,Jan 20 1975 12:00AM,LE160042,Business Trip,CONS
424.0,17E02HO003851,450.0,Approved by SSC,1.5,Public Taxi,30.0,TIER 3,Oct 17 2012 12:00AM,Nov  1 1974 12:00AM,DE101,Business Trip,HO00
36512.0,17E02CONS062177,70.0,Approved by SSC,5.0,Radio Taxi,6.0,TIER 2,Mar  2 2006 12:00AM,Jul 26 1982 12:00AM,DNNUP012,Deputation,CONS
7120.0,17E02PEST003125,2500.0,Approved by SSC,28.0,Public Taxi,1200.0,S&E,Nov  2 2016 12:00AM,Jul  1 1990 12:00AM,151TEL,Deputation,PEST
4739.0,17E02EAIC027466,120.0,Approved by SSC,.5,Public Taxi,35.0,S&E,Nov 14 2016 12:00AM,Jan 13 1990 12:00AM,150338004,Business Trip,EAIC
22648.0,17E02CONS062215,297.0,Approved by SSC,3.0,Radio Taxi,15.0,TIER 3,Apr  1 1997 12:00AM,Jul 20 1971 12:00AM,LE080171,Business Trip,CONS
15698.0,17E02CONS071376,240.0,Approved by SSC,3.5,Public Taxi,15.0,TIER 3,Nov  3 2008 12:00AM,Jul 18 1965 12:00AM,CSEDR014,Business Trip,CONS
7160.0,17E02CONS059529,300.0,Approved by SSC,3.5,Auto,17.0,JS & S,Sep  1 2014 12:00AM,Jul  8 1983 12:00AM,LE160884,Conference / Seminar,CONS
1454.0,17E02MIPI016759,40.0,Approved by SSC,1.0,Auto,2.0,JS & S,Dec 12 2016 12:00AM,May  6 1983 12:00AM,CO9080,Business Trip,MIPI
3507.0,17E02LTMB000577,157.0,Approved by SSC,6.0,Radio Taxi,7.0,JS & S,Jul 19 2011 12:00AM,May 12 1993 12:00AM,382,Business Trip,LTMB
3775.0,17E02EAIC027114,60.0,Approved by SSC,7.5,Auto,6.0,S&E,Oct  4 2010 12:00AM,Sep 15 1982 12:00AM,150239005,Business Trip,EAIC
32708.0,17E02TURB001482,40.0,Approved by SSC,3.0,Auto,5.0,TIER I,Mar  3 2008 12:00AM,Sep  9 1984 12:00AM,62220,Business Trip,TURB
8219.0,17E02LTVL002855,50.0,Approved by SSC,5.5,Auto,3.0,S&E,Jun  6 2016 12:00AM,Nov 12 1991 12:00AM,199220,Business Trip,LTVL
20143.0,17E02EAIC020844,230.0,Approved by SSC,2.0,Auto,27.0,TIER 1,Jan  2 2016 12:00AM,Sep 28 1988 12:00AM,150311004,Business Trip,EAIC
3440.0,17E02FCLL002812,260.0,Approved by SSC,3.5,Others,170.0,S&E,Nov 23 2016 12:00AM,Jan 19 1993 12:00AM,FM292D4E8S,Training Program / HR,FCLL
23481.0,17E02EAIC023872,180.0,Approved by SSC,2.5,Auto,10.0,TIER 2,Mar 20 1996 12:00AM,Nov 16 1966 12:00AM,150383101,Business Trip,EAIC
5840.0,17E02EAIC023301,173.0,Approved by SSC,8.5,Radio Taxi,8.0,TIER 1,Feb 16 2007 12:00AM,May  6 1978 12:00AM,300202902,Training Program / HR,EAIC
20559.0,17E02CONS055340,170.0,Approved by SSC,25.0,Auto,12.0,JS & S,Aug 12 2015 12:00AM,Mar 16 1994 12:00AM,LE120462,Training Program / HR,CONS
969.0,17E02HEIC011743,175.0,Approved by SSC,5.0,Auto,10.0,JS & S,Sep 25 2006 12:00AM,Jun  8 1987 12:00AM,3913,Business Trip,HEIC
33704.0,17E02BOIL003054,300.0,Approved by SSC,9.0,Auto,12.0,S&E,Sep  5 2011 12:00AM,May 15 1989 12:00AM,88310,Training Program / HR,BOIL
12082.0,17E02CONS055496,30.0,Force Closed by SSC,5.5,Auto,18.0,TECHNICIAN,Dec 15 2016 12:00AM,May 22 1976 12:00AM,LE090217,Transfer,CONS
26524.0,17E02EAIC026297,250.0,Approved by SSC,9.5,Auto,20.0,S&E,Dec  2 2013 12:00AM,May 30 1988 12:00AM,400403056,Business Trip,EAIC
30299.0,17E02HEIC013725,350.0,Approved by SSC,1.5,Auto,40.0,TIER 1,Aug 31 2007 12:00AM,Mar 20 1981 12:00AM,5152,Deputation,HEIC
8415.0,17E02EAIC025095,200.0,Approved by SSC,3.0,Auto,40.0,JS & S,Sep 30 2011 12:00AM,Jun 11 1991 12:00AM,150644001,Business Trip,EAIC
9940.0,17E02MIPI014540,250.0,Approved by SSC,17.0,Auto,25.0,JS & S,Jul  4 2011 12:00AM,Apr  3 1990 12:00AM,DG7010,Business Trip,MIPI
12299.0,17E02MIPI016845,120.0,Approved by SSC,2.0,Auto,10.0,JS & S,Dec  4 2006 12:00AM,Jun 20 1985 12:00AM,KO9080,Business Trip,MIPI
17283.0,17E02CONS061106,10.0,Approved by SSC,4.5,Auto,8.0,JS & S,Jul 31 2013 12:00AM,Jul 31 1995 12:00AM,LE141111,Deputation,CONS
24940.0,17E02CONS066655,100.0,Approved by SSC,2.0,Public Taxi,21.0,JS & S,Jul 16 2013 12:00AM,May  9 1992 12:00AM,LE160345,Deputation,CONS
19522.0,17E02HEIC011680,794.0,Approved by SSC,1.0,Radio Taxi,37.0,TIER 3,Jan 15 1996 12:00AM,Jul 20 1965 12:00AM,8806,Business Trip,HEIC
36498.0,17E02MIPI011511,540.0,Approved by SSC,7.5,Auto,42.0,JS & S,Feb 28 2011 12:00AM,Jan  2 1982 12:00AM,NG7010,Conference / Seminar,MIPI
9453.0,17E02HEIC011885,620.0,Approved by SSC,2.0,Radio Taxi,25.0,TIER 2,Dec 14 2005 12:00AM,May 12 1966 12:00AM,3913,Business Trip,HEIC
1313.0,17E02CONS065976,225.0,Approved by SSC,5.0,Public Taxi,22.0,TIER 2,May 19 2006 12:00AM,Dec 20 1979 12:00AM,LE080179,Deputation,CONS
2230.0,17E02LTTS017226,200.0,Approved by SSC,31.0,Auto,20.0,S&E,Jun  4 2012 12:00AM,Apr 11 1987 12:00AM,351EDP,Deputation,LTTS
15152.0,17E02CONS058931,70.0,Approved by SSC,.5,Others,75.0,S&E,Apr  1 2013 12:00AM,Dec 22 1983 12:00AM,LE151050,Business Trip,CONS
23366.0,17E02CONS059473,300.0,Approved by SSC,8.5,Public Taxi,20.0,TIER 1,Jun 21 2005 12:00AM,May  1 1971 12:00AM,LE160218,Business Trip,CONS
19094.0,17E02FCLL002592,100.0,Approved by SSC,3.0,Others,70.0,TIER I,Feb  6 2012 12:00AM,Dec 21 1978 12:00AM,FA017D7J7A,Business Trip,FCLL
9171.0,17E02CONS056375,660.0,Approved by SSC,1.5,Public Taxi,32.0,TIER 1,Nov 18 2010 12:00AM,Mar 11 1988 12:00AM,LE141150,Deputation,CONS
16940.0,17E02LTTS014708,150.0,Approved by SSC,28.0,Auto,35.0,TIER 1,Aug  9 2011 12:00AM,Dec 27 1986 12:00AM,351CPG,Deputation,LTTS
6368.0,17E02CONS070033,240.0,Approved by SSC,2.5,Auto,22.0,S&E,Nov 23 2015 12:00AM,Oct 27 1990 12:00AM,LE150573,Business Trip,CONS
20588.0,17E02CONS058447,250.0,Approved by SSC,2.0,Public Taxi,55.0,TIER 1,Mar 18 2013 12:00AM,Jan  2 1980 12:00AM,LE140976,Training Program / HR,CONS
21058.0,18E02EAIC017468,100.0,"Approved by SSC, Settlement through F & F",5.0,Auto,10.0,TIER 1,Oct 16 2012 12:00AM,Aug 11 1986 12:00AM,150346212,Business Trip,EAIC
23619.0,17E02HEIC012096,10.0,Approved by SSC,7.0,Others,35.0,JS & S,Jul 20 2007 12:00AM,Nov  2 1987 12:00AM,3913,Business Trip,HEIC
35113.0,17E02CONS066012,130.0,Approved by SSC,5.5,Auto,9.0,TIER 1,Aug  8 2013 12:00AM,May 15 1985 12:00AM,LE120328,Business Trip,CONS
26169.0,17E02LTHE007688,38.0,Approved by SSC,1.0,Auto,4.0,TIER I,Apr 25 2006 12:00AM,Sep 25 1977 12:00AM,40142,Business Trip,LTHE
3785.0,17E02CONS068199,40.0,Approved by SSC,18.0,Auto,4.0,JS & S,Jul 17 2013 12:00AM,Nov 24 1994 12:00AM,LE150535,Business Trip,CONS
13415.0,17E02CONS056722,60.0,Approved by SSC,2.0,Others,17.0,S&E,Jul  1 2016 12:00AM,Mar 17 1994 12:00AM,LE131402,Training Program / HR,CONS
17474.0,17E02CONS058783,450.0,Approved by SSC,4.5,Auto,17.0,S&E,Jun 30 2015 12:00AM,Jul 16 1992 12:00AM,LE090040,Business Trip,CONS
21058.0,17E02EAIC020970,300.0,Approved by SSC,5.0,Auto,30.0,TIER 1,Oct 16 2012 12:00AM,Aug 11 1986 12:00AM,150346212,Business Trip,EAIC
20431.0,17E02FCLL004365,80.0,Approved by SSC,2.0,Auto,7.0,TIER II,Nov  5 2008 12:00AM,Jul  5 1982 12:00AM,FA431D7E97,Business Trip,FCLL
595.0,17E02EAIC023222,80.0,Approved by SSC,4.0,Auto,6.0,TIER 1,May 14 2007 12:00AM,Mar 15 1979 12:00AM,150338013,Business Trip,EAIC
1561.0,17E02EAIC024335,250.0,Approved by SSC,5.0,Public Taxi,20.0,TIER 2,Jun 24 2015 12:00AM,Jun 26 1972 12:00AM,150311012,Business Trip,EAIC
3464.0,17E02CONS069475,260.0,Approved by SSC,5.0,Auto,20.0,JS & S,Jun 10 2013 12:00AM,Jun  8 1982 12:00AM,LE120298,Business Trip,CONS
5301.0,17E02EAIC021544,20.0,Approved by SSC,9.5,Others,14.0,TIER 1,Dec  2 2011 12:00AM,Jun 20 1990 12:00AM,150440018,Business Trip,EAIC
